"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"32","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 05:33:05,FALSE,NA,"705627102180052992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VaniDahiya",102,TRUE,FALSE,NA,NA
"33","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 05:27:59,FALSE,NA,"705625817422778368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Davide_on_a_Mac",64,TRUE,FALSE,NA,NA
"34","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 05:13:35,FALSE,NA,"705622195146391553",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kwagide",102,TRUE,FALSE,NA,NA
"35","RT @SFriedScientist: People are freaking out about the #HandOfGod as if there weren't millions of publications with equally tenuous introdu…",FALSE,0,NA,2016-03-04 05:11:09,FALSE,NA,"705621582153011203",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tonatiuhmira",10,TRUE,FALSE,NA,NA
"36","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 04:59:13,FALSE,NA,"705618577349455874",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kazamasemi",64,TRUE,FALSE,NA,NA
"37","RT @danfalk: PLoS ONE paper credits God for the design of the human hand, slipped past peer review; mayhem ensues: https://t.co/iOU2hfdLqC …",FALSE,0,NA,2016-03-04 04:58:26,FALSE,NA,"705618380200550400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","v_irginia_lee",7,TRUE,FALSE,NA,NA
"38","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 04:50:21,FALSE,NA,"705616346327982080",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VitaBrevisBebe",62,TRUE,FALSE,NA,NA
"39","#HandOfGod <U+3063><U+3066><U+3044><U+3046><U+30CF><U+30C3><U+30B7><U+30E5><U+30BF><U+30B0><U+307E><U+3067><U+3067><U+304D><U+3066><U+308B><U+3002>
<U+4EBA><U+9593><U+306E><U+624B><U+306F><U+5B9F><U+306B><U+898B><U+4E8B><U+306B><U+8A2D><U+8A08><U+3055><U+308C><U+3066><U+3044><U+308B><U+306E><U+3067><U+3001><U+3053><U+308C><U+306F><U+5275><U+9020><U+4E3B><U+306E><U+5FA1><U+696D><U+3067><U+3042><U+308B><U+3053><U+3068><U+3092><U+793A><U+3059><U+3082><U+306E><U+3067><U+3042><U+308B>....<U+3068><U+3059><U+308B><U+8AD6><U+6587><U+3002>”<U+795E>”<U+3068><U+8A00><U+3046><U+5358><U+8A9E><U+306F><U+7121><U+304F><U+3001>”<U+5275><U+9020><U+4E3B>”<U+304C><U+4E94><U+56DE><U+767B><U+5834><U+3059><U+308B><U+3002>
https://t.co/H3AqKYsLfW",FALSE,0,NA,2016-03-04 04:50:14,FALSE,NA,"705616319408779264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ohgochi",0,FALSE,FALSE,NA,NA
"40","Have the #handofgod grant writing jokes been played out yet?",FALSE,1,NA,2016-03-04 04:40:18,FALSE,NA,"705613819465170948",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sarcastic_f",0,FALSE,FALSE,NA,NA
"41","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 04:40:11,FALSE,NA,"705613786720276480",NA,"<a href=""http://covelline.com/feather/"" rel=""nofollow"">feather for iOS</a>","shimasho",64,TRUE,FALSE,NA,NA
"42","Although we must be respectful of all faiths in peer-reviewed articles, faith and science are not mutually exclusive #CreatorGate #HandofGod",FALSE,0,NA,2016-03-04 04:38:05,FALSE,NA,"705613258040840192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AdamInder",0,FALSE,FALSE,NA,NA
"43","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 04:32:54,FALSE,NA,"705611955021676545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SciFan66",62,TRUE,FALSE,NA,NA
"44","RT @danfalk: PLoS ONE paper credits God for the design of the human hand, slipped past peer review; mayhem ensues: https://t.co/iOU2hfdLqC …",FALSE,0,NA,2016-03-04 04:29:49,FALSE,NA,"705611181436710912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThatRooksGuy",7,TRUE,FALSE,NA,NA
"45","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 04:21:53,FALSE,NA,"705609183970856960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","yamagatm3",64,TRUE,FALSE,NA,NA
"46","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 04:20:31,FALSE,NA,"705608839123439617",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","norionakatsuji",64,TRUE,FALSE,NA,NA
"47","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 04:15:07,FALSE,NA,"705607480886304768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AKVaat",62,TRUE,FALSE,NA,NA
"48","RT @danfalk: PLoS ONE paper credits God for the design of the human hand, slipped past peer review; mayhem ensues: https://t.co/iOU2hfdLqC …",FALSE,0,NA,2016-03-04 04:12:28,FALSE,NA,"705606815011225600",NA,"<a href=""http://www.labnol.org/internet/write-twitter-bot/27902/#free"" rel=""nofollow"">PeerReviewBot</a>","Peer__Reviewer",7,TRUE,FALSE,NA,NA
"49","RT @Lycaonpictus93: Amazing comment on the #HandofGod article in @PLOSONE https://t.co/IVXOsW7nta",FALSE,0,NA,2016-03-04 04:08:46,FALSE,NA,"705605880297836544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","butcherbird",14,TRUE,FALSE,NA,NA
"50","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 04:00:17,FALSE,NA,"705603746429079552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GerardoZardi",62,TRUE,FALSE,NA,NA
"51","PLoS ONE paper credits God for the design of the human hand, slipped past peer review; mayhem ensues: https://t.co/iOU2hfdLqC #handofgod",FALSE,4,NA,2016-03-04 04:00:04,FALSE,NA,"705603693132042240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","danfalk",7,FALSE,FALSE,NA,NA
"52","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:59:33,FALSE,NA,"705603563435782146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulLantos",64,TRUE,FALSE,NA,NA
"53","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:55:25,FALSE,NA,"705602522409357312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","msmsaifullah",64,TRUE,FALSE,NA,NA
"54","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:45:08,FALSE,NA,"705599934343602176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vinnimal",102,TRUE,FALSE,NA,NA
"55","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 03:42:06,FALSE,NA,"705599170409799680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","behaviorclarity",62,TRUE,FALSE,NA,NA
"56","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:39:35,FALSE,NA,"705598539271811072",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","mask20mask",102,TRUE,FALSE,NA,NA
"57","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:37:09,FALSE,NA,"705597924424548352",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","simonihay",64,TRUE,FALSE,NA,NA
"58","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:36:25,FALSE,NA,"705597741695500293",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnnaScharnagl",102,TRUE,FALSE,NA,NA
"59","RT @CT_Bergstrom: Q: Why is @PLOSOne like English goalkeeper Peter Shilton?

A: Neither blocked the #HandOfGod https://t.co/UuubfuDi1N",FALSE,0,NA,2016-03-04 03:16:53,FALSE,NA,"705592826353065985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RicardoMtzG",43,TRUE,FALSE,NA,NA
"60","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 03:15:58,FALSE,NA,"705592595028668416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Narczicated",62,TRUE,FALSE,NA,NA
"61","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 03:05:59,FALSE,NA,"705590082229641216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NMarascio",64,TRUE,FALSE,NA,NA
"62","#AmericanCrime / #HandofGod one show compliments another! Deliberate or coincidental?  My 2 All-Time Favorite shows! https://t.co/EHKLDd9rP3",FALSE,0,NA,2016-03-04 03:04:34,FALSE,NA,"705589726481399808",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Mantuumbatu",0,FALSE,FALSE,NA,NA
"63","RT @iddux: It took @plosone 2 days to retract #handofgod, and people are still upset over ""quality"". 
 #arseniclife to be retracted in...?",FALSE,0,NA,2016-03-04 03:03:12,FALSE,NA,"705589381646516224",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BaxterTwi",15,TRUE,FALSE,NA,NA
"64","RT @iddux: It took @plosone 2 days to retract #handofgod, and people are still upset over ""quality"". 
 #arseniclife to be retracted in...?",FALSE,0,NA,2016-03-04 02:56:27,FALSE,NA,"705587684744499200",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","OmicsOmicsBlog",15,TRUE,FALSE,NA,NA
"65","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 02:47:45,FALSE,NA,"705585494852288512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Danz_Zka",64,TRUE,FALSE,NA,NA
"66","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 02:44:15,FALSE,NA,"705584613637427206",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrScienceLover",62,TRUE,FALSE,NA,NA
"67","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 02:40:34,FALSE,NA,"705583686796730368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrKatHolt",62,TRUE,FALSE,NA,NA
"68","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 02:36:35,FALSE,NA,"705582681841471490",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MollieEJacobs",62,TRUE,FALSE,NA,NA
"69","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/1B1f8IAHU1 #HandOfGod https:/…",FALSE,0,NA,2016-03-04 02:34:59,FALSE,NA,"705582281629372416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mathnz",102,TRUE,FALSE,NA,NA
"70","RT @iddux: It took @plosone 2 days to retract #handofgod, and people are still upset over ""quality"". 
 #arseniclife to be retracted in...?",FALSE,0,NA,2016-03-04 02:34:59,FALSE,NA,"705582280685821952",NA,"<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","piscocontrol",15,TRUE,FALSE,NA,NA
"71","RT @iddux: Saying  @plosone  is broken because of #handofgod is like saying never wal on sidewalks because someone once got run over while …",FALSE,0,NA,2016-03-04 02:33:48,FALSE,NA,"705581983775109120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sbassi",1,TRUE,FALSE,NA,NA
"72","RT @NatureNews: Paper that says human hand was 'designed by Creator' sparks peer review concerns https://t.co/SdhGdkPBMs #HandOfGod https:/…",FALSE,0,NA,2016-03-04 02:33:20,FALSE,NA,"705581866238156800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ManuhaarS",64,TRUE,FALSE,NA,NA
"73","ah. behind the times I am. must get out of the lab more. #handofgod",FALSE,0,NA,2016-03-04 02:29:54,FALSE,NA,"705581001049825280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MobileElement",0,FALSE,FALSE,NA,NA
"74","Saying  @plosone  is broken because of #handofgod is like saying never wal on sidewalks because someone once got run over while doing so.",FALSE,2,NA,2016-03-04 02:26:26,FALSE,NA,"705580128445681664",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","iddux",1,FALSE,FALSE,NA,NA
"75","New tumblr post: ""The Hand of God Part 03"" https://t.co/CBdGjlCQdd , #sermon #excerpt #pastorjim #handofgod",FALSE,0,NA,2016-03-04 02:20:57,FALSE,NA,"705578748943335424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stenochtauranga",0,FALSE,FALSE,NA,NA
"76","To know the strength of the anchor you must endure the wrath of the storm! #handofgod",FALSE,2,NA,2016-03-04 02:17:40,FALSE,NA,"705577924863369218",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jim_Kitchen",0,FALSE,FALSE,NA,NA
"77","@PLOSONE #handofgod https://t.co/lFuyWjEyJa",FALSE,0,"PLOSONE",2016-03-04 02:17:03,FALSE,NA,"705577768608661505","27596259","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ObreroFuturista",0,FALSE,FALSE,NA,NA
"78","RT @SFriedScientist: It took @PLOSONE one day to review and retract #HandofGod paper. It took the Lancet 12 years to retract Wakefield's an…",FALSE,0,NA,2016-03-04 02:13:58,FALSE,NA,"705576992809328640",NA,"<a href=""http://gplus.to/carbonandroid"" rel=""nofollow"">Carbon v2</a>","Schenck",62,TRUE,FALSE,NA,NA
