"","source","hour","mean"
"483","#PLOSONE","2016-02-27 07:00:00",-0.333333333333333
"484","#PLOSONE","2016-02-27 08:00:00",0.133333333333333
"485","#PLOSONE","2016-02-27 09:00:00",0
"486","#PLOSONE","2016-02-27 10:00:00",-0.5
"487","#PLOSONE","2016-02-27 11:00:00",0.25
"488","#PLOSONE","2016-02-27 12:00:00",0
"489","#PLOSONE","2016-02-27 13:00:00",0
"490","#PLOSONE","2016-02-27 14:00:00",0
"491","#PLOSONE","2016-02-27 15:00:00",-0.0769230769230769
"492","#PLOSONE","2016-02-27 16:00:00",0.148148148148148
"493","#PLOSONE","2016-02-27 17:00:00",0.2
"494","#PLOSONE","2016-02-27 18:00:00",0
"495","#PLOSONE","2016-02-27 19:00:00",0
"496","#PLOSONE","2016-02-27 20:00:00",-0.6
"497","#PLOSONE","2016-02-27 21:00:00",-1
"498","#PLOSONE","2016-02-27 22:00:00",-1
"499","#PLOSONE","2016-02-27 23:00:00",-0.25
"500","#PLOSONE","2016-02-28 00:00:00",0.2
"501","#PLOSONE","2016-02-28 01:00:00",0.222222222222222
"502","#PLOSONE","2016-02-28 02:00:00",-0.25
"503","#PLOSONE","2016-02-28 03:00:00",-0.2
"504","#PLOSONE","2016-02-28 05:00:00",0
"505","#PLOSONE","2016-02-28 06:00:00",0
"506","#PLOSONE","2016-02-28 07:00:00",0.5
"507","#PLOSONE","2016-02-28 09:00:00",0.333333333333333
"508","#PLOSONE","2016-02-28 11:00:00",0
"509","#PLOSONE","2016-02-28 12:00:00",-0.2
"510","#PLOSONE","2016-02-28 13:00:00",-0.25
"511","#PLOSONE","2016-02-28 14:00:00",-0.5
"512","#PLOSONE","2016-02-28 15:00:00",0
"513","#PLOSONE","2016-02-28 16:00:00",0.5
"514","#PLOSONE","2016-02-28 17:00:00",0
"515","#PLOSONE","2016-02-28 18:00:00",0
"516","#PLOSONE","2016-02-28 19:00:00",0.333333333333333
"517","#PLOSONE","2016-02-28 20:00:00",0.5
"518","#PLOSONE","2016-02-28 21:00:00",0.142857142857143
"519","#PLOSONE","2016-02-28 22:00:00",-2
"520","#PLOSONE","2016-02-28 23:00:00",1
"521","#PLOSONE","2016-02-29 00:00:00",-0.666666666666667
"522","#PLOSONE","2016-02-29 01:00:00",0
"523","#PLOSONE","2016-02-29 02:00:00",-1
"524","#PLOSONE","2016-02-29 03:00:00",1
"525","#PLOSONE","2016-02-29 04:00:00",-1
"526","#PLOSONE","2016-02-29 06:00:00",0
"527","#PLOSONE","2016-02-29 07:00:00",0
"528","#PLOSONE","2016-02-29 08:00:00",0.5
"529","#PLOSONE","2016-02-29 09:00:00",1
"530","#PLOSONE","2016-02-29 10:00:00",0
"531","#PLOSONE","2016-02-29 11:00:00",-0.5
"532","#PLOSONE","2016-02-29 12:00:00",-0.4
"533","#PLOSONE","2016-02-29 14:00:00",1
"534","#PLOSONE","2016-02-29 15:00:00",-0.5
"535","#PLOSONE","2016-02-29 16:00:00",0
"536","#PLOSONE","2016-02-29 17:00:00",-0.2
"537","#PLOSONE","2016-02-29 18:00:00",-0.125
"538","#PLOSONE","2016-02-29 19:00:00",0.384615384615385
"539","#PLOSONE","2016-02-29 20:00:00",0.636363636363636
"540","#PLOSONE","2016-02-29 21:00:00",0.5
"541","#PLOSONE","2016-02-29 22:00:00",0
"542","#PLOSONE","2016-02-29 23:00:00",0.5
"543","#PLOSONE","2016-03-01 00:00:00",1
"544","#PLOSONE","2016-03-01 01:00:00",-0.5
"545","#PLOSONE","2016-03-01 02:00:00",0.5
"546","#PLOSONE","2016-03-01 03:00:00",0.5
"547","#PLOSONE","2016-03-01 04:00:00",0
"548","#PLOSONE","2016-03-01 05:00:00",0
"549","#PLOSONE","2016-03-01 06:00:00",-0.25
"550","#PLOSONE","2016-03-01 07:00:00",-0.5
"551","#PLOSONE","2016-03-01 08:00:00",-0.5
"552","#PLOSONE","2016-03-01 09:00:00",0
"553","#PLOSONE","2016-03-01 11:00:00",-1
"554","#PLOSONE","2016-03-01 12:00:00",0.166666666666667
"555","#PLOSONE","2016-03-01 13:00:00",-0.25
"556","#PLOSONE","2016-03-01 14:00:00",0.833333333333333
"557","#PLOSONE","2016-03-01 15:00:00",0.142857142857143
"558","#PLOSONE","2016-03-01 16:00:00",-1.2
"559","#PLOSONE","2016-03-01 17:00:00",-0.285714285714286
"560","#PLOSONE","2016-03-01 18:00:00",-0.454545454545455
"561","#PLOSONE","2016-03-01 19:00:00",0.285714285714286
"562","#PLOSONE","2016-03-01 20:00:00",0
"563","#PLOSONE","2016-03-01 21:00:00",-0.153846153846154
"564","#PLOSONE","2016-03-01 22:00:00",0
"565","#PLOSONE","2016-03-01 23:00:00",-1
"566","#PLOSONE","2016-03-02 00:00:00",-1.33333333333333
"567","#PLOSONE","2016-03-02 01:00:00",-0.5
"568","#PLOSONE","2016-03-02 02:00:00",-0.333333333333333
"569","#PLOSONE","2016-03-02 03:00:00",-0.625
"570","#PLOSONE","2016-03-02 04:00:00",0
"571","#PLOSONE","2016-03-02 05:00:00",-0.666666666666667
"572","#PLOSONE","2016-03-02 06:00:00",0.5
"573","#PLOSONE","2016-03-02 07:00:00",-0.875
"574","#PLOSONE","2016-03-02 08:00:00",-0.476190476190476
"575","#PLOSONE","2016-03-02 09:00:00",0.25
"576","#PLOSONE","2016-03-02 10:00:00",0.0714285714285714
"577","#PLOSONE","2016-03-02 11:00:00",0
"578","#PLOSONE","2016-03-02 12:00:00",0.266666666666667
"579","#PLOSONE","2016-03-02 13:00:00",-0.379310344827586
"580","#PLOSONE","2016-03-02 14:00:00",0.0166666666666667
"581","#PLOSONE","2016-03-02 15:00:00",0.0945945945945946
"582","#PLOSONE","2016-03-02 16:00:00",0.0687022900763359
"583","#PLOSONE","2016-03-02 17:00:00",-0.00709219858156028
"584","#PLOSONE","2016-03-02 18:00:00",-0.088785046728972
"585","#PLOSONE","2016-03-02 19:00:00",0.00465116279069767
"586","#PLOSONE","2016-03-02 20:00:00",0.0797101449275362
"587","#PLOSONE","2016-03-02 21:00:00",-0.0222222222222222
"588","#PLOSONE","2016-03-02 22:00:00",-0.0588235294117647
"589","#PLOSONE","2016-03-02 23:00:00",-0.224137931034483
"590","#PLOSONE","2016-03-03 00:00:00",0
"591","#PLOSONE","2016-03-03 01:00:00",0.293103448275862
"592","#PLOSONE","2016-03-03 02:00:00",0.103448275862069
"593","#PLOSONE","2016-03-03 03:00:00",0.0689655172413793
"594","#PLOSONE","2016-03-03 04:00:00",0.0952380952380952
"595","#PLOSONE","2016-03-03 05:00:00",0.0714285714285714
"596","#PLOSONE","2016-03-03 06:00:00",-0.5
"597","#PLOSONE","2016-03-03 07:00:00",-0.366666666666667
"598","#PLOSONE","2016-03-03 08:00:00",-0.184210526315789
"599","#PLOSONE","2016-03-03 09:00:00",0.0810810810810811
"600","#PLOSONE","2016-03-03 10:00:00",-0.381944444444444
"601","#PLOSONE","2016-03-03 11:00:00",-0.475
"602","#PLOSONE","2016-03-03 12:00:00",-0.325471698113208
"603","#PLOSONE","2016-03-03 13:00:00",-0.16969696969697
"604","#PLOSONE","2016-03-03 14:00:00",-0.212389380530973
"605","#PLOSONE","2016-03-03 15:00:00",-0.164179104477612
"606","#PLOSONE","2016-03-03 16:00:00",-0.154761904761905
"607","#PLOSONE","2016-03-03 17:00:00",-0.205479452054795
"608","#PLOSONE","2016-03-03 18:00:00",-0.297297297297297
"609","#PLOSONE","2016-03-03 19:00:00",-0.27
"610","#PLOSONE","2016-03-03 20:00:00",-0.290598290598291
"611","#PLOSONE","2016-03-03 21:00:00",-0.58273381294964
"612","#PLOSONE","2016-03-03 22:00:00",0.0111111111111111
"613","#PLOSONE","2016-03-03 23:00:00",-0.518987341772152
"614","#PLOSONE","2016-03-04 00:00:00",-0.466666666666667
"615","#PLOSONE","2016-03-04 01:00:00",-0.461538461538462
"616","#PLOSONE","2016-03-04 02:00:00",-0.5
"617","#PLOSONE","2016-03-04 03:00:00",-0.459459459459459
"618","#PLOSONE","2016-03-04 04:00:00",-0.344827586206897
"619","#PLOSONE","2016-03-04 05:00:00",-0.470588235294118
"620","#PLOSONE","2016-03-04 06:00:00",-0.407407407407407
"621","#PLOSONE","2016-03-04 07:00:00",-0.106382978723404
"622","#PLOSONE","2016-03-04 08:00:00",-0.155555555555556
"623","#PLOSONE","2016-03-04 09:00:00",-0.413793103448276
"624","#PLOSONE","2016-03-04 10:00:00",-0.514285714285714
"625","#PLOSONE","2016-03-04 11:00:00",-0.08
"626","#PLOSONE","2016-03-04 12:00:00",-0.456521739130435
"627","#PLOSONE","2016-03-04 13:00:00",-0.25
"628","#PLOSONE","2016-03-04 14:00:00",-0.109090909090909
"629","#PLOSONE","2016-03-04 15:00:00",0.0735294117647059
"630","#PLOSONE","2016-03-04 16:00:00",-0.0789473684210526
"631","#PLOSONE","2016-03-04 17:00:00",0.0869565217391304
"632","#PLOSONE","2016-03-04 18:00:00",-0.130434782608696
"633","#PLOSONE","2016-03-04 19:00:00",0.121212121212121
"634","#PLOSONE","2016-03-04 20:00:00",-0.0444444444444444
"635","#PLOSONE","2016-03-04 21:00:00",-0.268292682926829
"636","#PLOSONE","2016-03-04 22:00:00",0.291666666666667
"637","#PLOSONE","2016-03-04 23:00:00",-1.44444444444444
"638","#PLOSONE","2016-03-05 00:00:00",-0.266666666666667
"639","#PLOSONE","2016-03-05 01:00:00",0.153846153846154
"640","#PLOSONE","2016-03-05 02:00:00",0.142857142857143
"641","#PLOSONE","2016-03-05 03:00:00",-0.727272727272727
"642","#PLOSONE","2016-03-05 04:00:00",-0.1
"643","#PLOSONE","2016-03-05 05:00:00",0.25
"644","#PLOSONE","2016-03-05 06:00:00",-0.333333333333333
"645","#PLOSONE","2016-03-05 07:00:00",0.25
"646","#PLOSONE","2016-03-05 08:00:00",-0.75
"647","#PLOSONE","2016-03-05 09:00:00",0.25
"648","#PLOSONE","2016-03-05 10:00:00",0.133333333333333
"649","#PLOSONE","2016-03-05 11:00:00",-0.0909090909090909
"650","#PLOSONE","2016-03-05 12:00:00",-0.428571428571429
"651","#PLOSONE","2016-03-05 13:00:00",-0.647058823529412
"652","#PLOSONE","2016-03-05 14:00:00",-0.25
"653","#PLOSONE","2016-03-05 15:00:00",0.222222222222222
"654","#PLOSONE","2016-03-05 16:00:00",0.125
"655","#PLOSONE","2016-03-05 17:00:00",0.0526315789473684
"656","#PLOSONE","2016-03-05 18:00:00",0.4
"657","#PLOSONE","2016-03-05 19:00:00",0
"658","#PLOSONE","2016-03-05 20:00:00",0.0869565217391304
"659","#PLOSONE","2016-03-05 21:00:00",0.166666666666667
"660","#PLOSONE","2016-03-05 22:00:00",-0.785714285714286
"661","#PLOSONE","2016-03-05 23:00:00",-0.2
"662","#PLOSONE","2016-03-06 00:00:00",-0.0384615384615385
"663","#PLOSONE","2016-03-06 01:00:00",0.0909090909090909
"664","#PLOSONE","2016-03-06 02:00:00",0
"665","#PLOSONE","2016-03-06 03:00:00",-1
"666","#PLOSONE","2016-03-06 04:00:00",-0.142857142857143
"667","#PLOSONE","2016-03-06 05:00:00",-1.5
"668","#PLOSONE","2016-03-06 06:00:00",1
"669","#PLOSONE","2016-03-06 07:00:00",-0.333333333333333
"670","#PLOSONE","2016-03-06 08:00:00",0
"671","#PLOSONE","2016-03-06 09:00:00",0.25
"672","#PLOSONE","2016-03-06 10:00:00",-0.75
"673","#PLOSONE","2016-03-06 11:00:00",0
"674","#PLOSONE","2016-03-06 12:00:00",-0.333333333333333
"675","#PLOSONE","2016-03-06 13:00:00",-1.25
"676","#PLOSONE","2016-03-06 14:00:00",0
"677","#PLOSONE","2016-03-06 15:00:00",0
"678","#PLOSONE","2016-03-06 16:00:00",0
"679","#PLOSONE","2016-03-06 17:00:00",-0.333333333333333
"680","#PLOSONE","2016-03-06 18:00:00",-0.2
"681","#PLOSONE","2016-03-06 19:00:00",0
"682","#PLOSONE","2016-03-06 20:00:00",-0.4
"683","#PLOSONE","2016-03-06 21:00:00",0
"684","#PLOSONE","2016-03-06 22:00:00",-0.0476190476190476
"685","#PLOSONE","2016-03-06 23:00:00",-0.333333333333333
"686","#PLOSONE","2016-03-07 00:00:00",0
"687","#PLOSONE","2016-03-07 01:00:00",0.333333333333333
"688","#PLOSONE","2016-03-07 02:00:00",0
"689","#PLOSONE","2016-03-07 03:00:00",-0.6
"690","#PLOSONE","2016-03-07 05:00:00",0.333333333333333
"691","#PLOSONE","2016-03-07 06:00:00",0
"692","#PLOSONE","2016-03-07 07:00:00",-0.5
"693","#PLOSONE","2016-03-07 08:00:00",0.5
"694","#PLOSONE","2016-03-07 09:00:00",0.125
"695","#PLOSONE","2016-03-07 10:00:00",0.125
"696","#PLOSONE","2016-03-07 11:00:00",-0.5
"697","#PLOSONE","2016-03-07 12:00:00",0.285714285714286
"698","#PLOSONE","2016-03-07 13:00:00",-0.2
"699","#PLOSONE","2016-03-07 14:00:00",0.2
"700","#PLOSONE","2016-03-07 15:00:00",-0.0454545454545455
"701","#PLOSONE","2016-03-07 16:00:00",0.315789473684211
"702","#PLOSONE","2016-03-07 17:00:00",0.6
"703","#PLOSONE","2016-03-07 18:00:00",0.291666666666667
"704","#PLOSONE","2016-03-07 19:00:00",0.392156862745098
"705","#PLOSONE","2016-03-07 20:00:00",-0.171428571428571
"706","#PLOSONE","2016-03-07 21:00:00",-0.12
"707","#PLOSONE","2016-03-07 22:00:00",-0.588235294117647
"708","#PLOSONE","2016-03-07 23:00:00",-0.3
"709","#PLOSONE","2016-03-08 00:00:00",-0.125
"710","#PLOSONE","2016-03-08 01:00:00",0.125
"711","#PLOSONE","2016-03-08 02:00:00",0.0833333333333333
"712","#PLOSONE","2016-03-08 03:00:00",-0.25
"713","#PLOSONE","2016-03-08 04:00:00",0
"714","#PLOSONE","2016-03-08 05:00:00",0
"715","#PLOSONE","2016-03-08 06:00:00",0
"716","#PLOSONE","2016-03-08 07:00:00",0.5
"717","#PLOSONE","2016-03-08 08:00:00",0.1875
"718","#PLOSONE","2016-03-08 09:00:00",0.666666666666667
"719","#PLOSONE","2016-03-08 10:00:00",0
"720","#PLOSONE","2016-03-08 11:00:00",0.142857142857143
"721","#PLOSONE","2016-03-08 12:00:00",0.25
"722","#PLOSONE","2016-03-08 13:00:00",0.230769230769231
"723","#PLOSONE","2016-03-08 14:00:00",-0.941176470588235
"724","#PLOSONE","2016-03-08 15:00:00",-0.470588235294118
"725","#PLOSONE","2016-03-08 16:00:00",-0.428571428571429
"726","#PLOSONE","2016-03-08 17:00:00",0
"727","#PLOSONE","2016-03-08 18:00:00",0.166666666666667
"728","#PLOSONE","2016-03-08 19:00:00",-0.285714285714286
"729","#PLOSONE","2016-03-08 20:00:00",0.157894736842105
"730","#PLOSONE","2016-03-08 21:00:00",0.666666666666667
"731","#PLOSONE","2016-03-08 22:00:00",0.3
"732","#PLOSONE","2016-03-08 23:00:00",-0.333333333333333
"733","#PLOSONE","2016-03-09 00:00:00",-0.111111111111111
"734","#PLOSONE","2016-03-09 01:00:00",-0.3
"735","#PLOSONE","2016-03-09 02:00:00",-0.727272727272727
"736","#PLOSONE","2016-03-09 03:00:00",0.5
"737","#PLOSONE","2016-03-09 04:00:00",0.75
"738","#PLOSONE","2016-03-09 05:00:00",0
"739","#PLOSONE","2016-03-09 06:00:00",0.25
"740","#PLOSONE","2016-03-09 07:00:00",-0.166666666666667
"741","#PLOSONE","2016-03-09 08:00:00",0.25
"742","#PLOSONE","2016-03-09 09:00:00",0.166666666666667
"743","#PLOSONE","2016-03-09 10:00:00",0
"744","#PLOSONE","2016-03-09 11:00:00",0.6
"745","#PLOSONE","2016-03-09 12:00:00",-0.1
"746","#PLOSONE","2016-03-09 13:00:00",-0.4
"747","#PLOSONE","2016-03-09 14:00:00",-0.333333333333333
"748","#PLOSONE","2016-03-09 15:00:00",0.0555555555555556
"749","#PLOSONE","2016-03-09 16:00:00",0
"750","#PLOSONE","2016-03-09 17:00:00",-0.235294117647059
"751","#PLOSONE","2016-03-09 18:00:00",-0.1875
"752","#PLOSONE","2016-03-09 19:00:00",-0.208333333333333
"753","#PLOSONE","2016-03-09 20:00:00",0.25
"754","#PLOSONE","2016-03-09 21:00:00",-0.12
"755","#PLOSONE","2016-03-09 22:00:00",-0.0555555555555556
"756","#PLOSONE","2016-03-09 23:00:00",-0.0952380952380952
"757","#PLOSONE","2016-03-10 00:00:00",-0.4
"758","#PLOSONE","2016-03-10 01:00:00",-0.125
"759","#PLOSONE","2016-03-10 02:00:00",0.4
"760","#PLOSONE","2016-03-10 03:00:00",0.285714285714286
"761","#PLOSONE","2016-03-10 04:00:00",-1
"762","#PLOSONE","2016-03-10 05:00:00",1
"763","#PLOSONE","2016-03-10 06:00:00",0
"764","#PLOSONE","2016-03-10 07:00:00",0.230769230769231
"765","#PLOSONE","2016-03-10 08:00:00",0.166666666666667
"766","#PLOSONE","2016-03-10 09:00:00",-0.363636363636364
"767","#PLOSONE","2016-03-10 10:00:00",-0.4375
"768","#PLOSONE","2016-03-10 11:00:00",0
"769","#PLOSONE","2016-03-10 12:00:00",-0.333333333333333
"770","#PLOSONE","2016-03-10 13:00:00",-0.333333333333333
"771","#PLOSONE","2016-03-10 14:00:00",0.454545454545455
"772","#PLOSONE","2016-03-10 15:00:00",-0.1
"773","#PLOSONE","2016-03-10 16:00:00",-0.136363636363636
"774","#PLOSONE","2016-03-10 17:00:00",0.0588235294117647
"775","#PLOSONE","2016-03-10 18:00:00",0.3
"776","#PLOSONE","2016-03-10 19:00:00",-0.714285714285714
"777","#PLOSONE","2016-03-10 20:00:00",-0.307692307692308
"778","#PLOSONE","2016-03-10 21:00:00",-0.5
"779","#PLOSONE","2016-03-10 22:00:00",0
"780","#PLOSONE","2016-03-10 23:00:00",-0.0434782608695652
"781","#PLOSONE","2016-03-11 00:00:00",-0.304347826086957
"782","#PLOSONE","2016-03-11 01:00:00",0.25
"783","#PLOSONE","2016-03-11 02:00:00",0
"784","#PLOSONE","2016-03-11 03:00:00",-0.4
"785","#PLOSONE","2016-03-11 04:00:00",0.5
"786","#PLOSONE","2016-03-11 05:00:00",0.333333333333333
"787","#PLOSONE","2016-03-11 06:00:00",0
"788","#PLOSONE","2016-03-11 08:00:00",-0.25
"789","#PLOSONE","2016-03-11 09:00:00",0
"790","#PLOSONE","2016-03-11 10:00:00",-0.666666666666667
"791","#PLOSONE","2016-03-11 11:00:00",-0.333333333333333
"792","#PLOSONE","2016-03-11 12:00:00",0.133333333333333
"793","#PLOSONE","2016-03-11 13:00:00",-0.5
"794","#PLOSONE","2016-03-11 14:00:00",0.416666666666667
"795","#PLOSONE","2016-03-11 15:00:00",0.363636363636364
"796","#PLOSONE","2016-03-11 16:00:00",0.25
"797","#PLOSONE","2016-03-11 17:00:00",-0.0555555555555556
"798","#PLOSONE","2016-03-11 18:00:00",0
"799","#PLOSONE","2016-03-11 19:00:00",-0.117647058823529
"800","#PLOSONE","2016-03-11 20:00:00",-0.0666666666666667
"801","#PLOSONE","2016-03-11 21:00:00",0.55
"802","#PLOSONE","2016-03-11 22:00:00",0.5
"803","#PLOSONE","2016-03-11 23:00:00",0.75
"804","#PLOSONE","2016-03-12 00:00:00",0.8
"805","#PLOSONE","2016-03-12 01:00:00",0.8
"806","#PLOSONE","2016-03-12 02:00:00",0
"807","#PLOSONE","2016-03-12 03:00:00",0
"808","#PLOSONE","2016-03-12 04:00:00",0.5
"809","#PLOSONE","2016-03-12 05:00:00",0
"810","#PLOSONE","2016-03-12 06:00:00",-0.5
"811","#PLOSONE","2016-03-12 07:00:00",-1
"812","#PLOSONE","2016-03-12 08:00:00",0
"813","#PLOSONE","2016-03-12 09:00:00",-0.666666666666667
"814","#PLOSONE","2016-03-12 10:00:00",-0.333333333333333
"815","#PLOSONE","2016-03-12 11:00:00",-0.714285714285714
"816","#PLOSONE","2016-03-12 12:00:00",-0.25
"817","#PLOSONE","2016-03-12 13:00:00",0
"818","#PLOSONE","2016-03-12 14:00:00",0.5
"819","#PLOSONE","2016-03-12 15:00:00",0.111111111111111
"820","#PLOSONE","2016-03-12 16:00:00",-0.5
"821","#PLOSONE","2016-03-12 17:00:00",0.25
"822","#PLOSONE","2016-03-12 18:00:00",0.111111111111111
"823","#PLOSONE","2016-03-12 19:00:00",0
"824","#PLOSONE","2016-03-12 20:00:00",0
"825","#PLOSONE","2016-03-12 21:00:00",0.25
"826","#PLOSONE","2016-03-12 22:00:00",1
"827","#PLOSONE","2016-03-13 00:00:00",0
"828","#PLOSONE","2016-03-13 01:00:00",0
"829","#PLOSONE","2016-03-13 03:00:00",0.625
"830","#PLOSONE","2016-03-13 04:00:00",0.6
"831","#PLOSONE","2016-03-13 05:00:00",0.25
"832","#PLOSONE","2016-03-13 06:00:00",1
"833","#PLOSONE","2016-03-13 07:00:00",0
"834","#PLOSONE","2016-03-13 08:00:00",0
"835","#PLOSONE","2016-03-13 09:00:00",-1.5
"836","#PLOSONE","2016-03-13 10:00:00",-0.4
"837","#PLOSONE","2016-03-13 11:00:00",0
"838","#PLOSONE","2016-03-13 12:00:00",-1.5
"839","#PLOSONE","2016-03-13 13:00:00",0
"840","#PLOSONE","2016-03-13 14:00:00",0.375
"841","#PLOSONE","2016-03-13 15:00:00",0.5
"842","#PLOSONE","2016-03-13 16:00:00",0.333333333333333
"843","#PLOSONE","2016-03-13 17:00:00",-1
"844","#PLOSONE","2016-03-13 18:00:00",-2.5
"845","#PLOSONE","2016-03-13 19:00:00",-1
"846","#PLOSONE","2016-03-13 20:00:00",2
"847","#PLOSONE","2016-03-13 21:00:00",0
"848","#PLOSONE","2016-03-13 22:00:00",0
"849","#PLOSONE","2016-03-13 23:00:00",0
"850","#PLOSONE","2016-03-14 00:00:00",1.25
"851","#PLOSONE","2016-03-14 01:00:00",0
"852","#PLOSONE","2016-03-14 05:00:00",0.333333333333333
"853","#PLOSONE","2016-03-14 06:00:00",0
"854","#PLOSONE","2016-03-14 08:00:00",0.333333333333333
"855","#PLOSONE","2016-03-14 09:00:00",0
"856","#PLOSONE","2016-03-14 10:00:00",-0.142857142857143
"857","#PLOSONE","2016-03-14 11:00:00",0.181818181818182
"858","#PLOSONE","2016-03-14 12:00:00",0.571428571428571
"859","#PLOSONE","2016-03-14 13:00:00",0.375
"860","#PLOSONE","2016-03-14 14:00:00",0.75
"861","#PLOSONE","2016-03-14 15:00:00",0.218181818181818
"862","#PLOSONE","2016-03-14 16:00:00",-0.166666666666667
"863","#PLOSONE","2016-03-14 17:00:00",-0.0666666666666667
"864","#PLOSONE","2016-03-14 18:00:00",0.375
"865","#PLOSONE","2016-03-14 19:00:00",0
"866","#PLOSONE","2016-03-14 20:00:00",0
"867","#PLOSONE","2016-03-14 21:00:00",0.222222222222222
"868","#PLOSONE","2016-03-14 22:00:00",0.307692307692308
"869","#PLOSONE","2016-03-14 23:00:00",0.181818181818182
"870","#PLOSONE","2016-03-15 00:00:00",-0.25
"871","#PLOSONE","2016-03-15 01:00:00",0
"872","#PLOSONE","2016-03-15 02:00:00",0.5
"873","#PLOSONE","2016-03-15 03:00:00",0.0731707317073171
"874","#PLOSONE","2016-03-15 04:00:00",0.230769230769231
"875","#PLOSONE","2016-03-15 05:00:00",0
"876","#PLOSONE","2016-03-15 06:00:00",0.2
"877","#PLOSONE","2016-03-15 07:00:00",-0.2
"878","#PLOSONE","2016-03-15 08:00:00",0
"879","#PLOSONE","2016-03-15 09:00:00",0
"880","#PLOSONE","2016-03-15 10:00:00",-0.307692307692308
"881","#PLOSONE","2016-03-15 11:00:00",0
"882","#PLOSONE","2016-03-15 12:00:00",0.238095238095238
"883","#PLOSONE","2016-03-15 13:00:00",0
"884","#PLOSONE","2016-03-15 14:00:00",0
"885","#PLOSONE","2016-03-15 15:00:00",0.0384615384615385
"886","#PLOSONE","2016-03-15 16:00:00",0.1
"887","#PLOSONE","2016-03-15 17:00:00",-0.171428571428571
"888","#PLOSONE","2016-03-15 18:00:00",0.210526315789474
"889","#PLOSONE","2016-03-15 19:00:00",0.288461538461538
"890","#PLOSONE","2016-03-15 20:00:00",0.127906976744186
"891","#PLOSONE","2016-03-15 21:00:00",0.0681818181818182
"892","#PLOSONE","2016-03-15 22:00:00",-0.0882352941176471
"893","#PLOSONE","2016-03-15 23:00:00",-0.269230769230769
"894","#PLOSONE","2016-03-16 00:00:00",0
"895","#PLOSONE","2016-03-16 01:00:00",0.1875
"896","#PLOSONE","2016-03-16 02:00:00",-0.1
"897","#PLOSONE","2016-03-16 03:00:00",0.833333333333333
"898","#PLOSONE","2016-03-16 04:00:00",-0.5
"899","#PLOSONE","2016-03-16 05:00:00",-0.25
"900","#PLOSONE","2016-03-16 06:00:00",0
"901","#PLOSONE","2016-03-16 07:00:00",0.3
"902","#PLOSONE","2016-03-16 08:00:00",-0.3
"903","#PLOSONE","2016-03-16 09:00:00",0.230769230769231
"904","#PLOSONE","2016-03-16 10:00:00",0.0714285714285714
"905","#PLOSONE","2016-03-16 11:00:00",0
"906","#PLOSONE","2016-03-16 12:00:00",0.1
"907","#PLOSONE","2016-03-16 13:00:00",0
"908","#PLOSONE","2016-03-16 14:00:00",-0.0714285714285714
"909","#PLOSONE","2016-03-16 15:00:00",-0.181818181818182
"910","#PLOSONE","2016-03-16 16:00:00",-0.137931034482759
"911","#PLOSONE","2016-03-16 17:00:00",-0.0434782608695652
"912","#PLOSONE","2016-03-16 18:00:00",0.0625
"913","#PLOSONE","2016-03-16 19:00:00",-0.0384615384615385
"914","#PLOSONE","2016-03-16 20:00:00",-0.423076923076923
"915","#PLOSONE","2016-03-16 21:00:00",-0.357142857142857
"916","#PLOSONE","2016-03-16 22:00:00",-0.2
"917","#PLOSONE","2016-03-16 23:00:00",0.25
"918","#PLOSONE","2016-03-17 00:00:00",0.75
"919","#PLOSONE","2016-03-17 01:00:00",0
"920","#PLOSONE","2016-03-17 02:00:00",-0.2
"921","#PLOSONE","2016-03-17 03:00:00",0.333333333333333
"922","#PLOSONE","2016-03-17 04:00:00",0.733333333333333
"923","#PLOSONE","2016-03-17 05:00:00",0
"924","#PLOSONE","2016-03-17 06:00:00",0.166666666666667
"925","#PLOSONE","2016-03-17 07:00:00",-0.166666666666667
"926","#PLOSONE","2016-03-17 08:00:00",0.125
"927","#PLOSONE","2016-03-17 09:00:00",-0.125
"928","#PLOSONE","2016-03-17 10:00:00",-0.333333333333333
"929","#PLOSONE","2016-03-17 11:00:00",-0.125
"930","#PLOSONE","2016-03-17 12:00:00",0
"931","#PLOSONE","2016-03-17 13:00:00",0.142857142857143
"932","#PLOSONE","2016-03-17 14:00:00",0.153846153846154
"933","#PLOSONE","2016-03-17 15:00:00",-0.178571428571429
"934","#PLOSONE","2016-03-17 16:00:00",-0.605263157894737
"935","#PLOSONE","2016-03-17 17:00:00",-0.25
"936","#PLOSONE","2016-03-17 18:00:00",-0.28
"937","#PLOSONE","2016-03-17 19:00:00",0.166666666666667
"938","#PLOSONE","2016-03-17 20:00:00",-0.0833333333333333
"939","#PLOSONE","2016-03-17 21:00:00",-0.5
"940","#PLOSONE","2016-03-17 22:00:00",0.1875
"941","#PLOSONE","2016-03-17 23:00:00",0.0588235294117647
"942","#PLOSONE","2016-03-18 00:00:00",0.222222222222222
"943","#PLOSONE","2016-03-18 01:00:00",-0.333333333333333
"944","#PLOSONE","2016-03-18 02:00:00",-0.2
"945","#PLOSONE","2016-03-18 03:00:00",0
"946","#PLOSONE","2016-03-18 04:00:00",-0.2
"947","#PLOSONE","2016-03-18 05:00:00",0
"948","#PLOSONE","2016-03-18 06:00:00",0.125
"949","#PLOSONE","2016-03-18 07:00:00",0.777777777777778
"950","#PLOSONE","2016-03-18 08:00:00",0.818181818181818
"951","#PLOSONE","2016-03-18 09:00:00",0.5625
